LocalDateTime,DateTime,hour,minute,BA_total,wind_check,lower_wind,upper_wind,quantile,variance,extracted_hour
2019-02-12T13:05:00.0,2019-02-12T17:05:00.0,17,5,1551.1700219,1.0,1130.3349084069691,1799.1384959,0.5636611661976566,27971.701946786605,13
2019-02-12T13:10:00.0,2019-02-12T17:10:00.0,17,10,1544.6102289,1.0,1130.3349084069691,1799.1384959,0.5483544741789231,27971.701946786605,13
2019-02-12T13:15:00.0,2019-02-12T17:15:00.0,17,15,1545.5405393,1.0,1166.2888502266628,1799.1384959,0.5464667099404988,24018.734198578168,13
2019-02-12T13:20:00.0,2019-02-12T17:20:00.0,17,20,1548.8561715,1.0,1166.2888502266628,1799.1384959,0.5549175486243814,24018.734198578168,13
2019-02-12T13:25:00.0,2019-02-12T17:25:00.0,17,25,1560.3345463,1.0,1166.2888502266628,1799.1384959,0.5839590279758594,24018.734198578168,13
2019-02-12T13:30:00.0,2019-02-12T17:30:00.0,17,30,1562.9573083,1.0,1077.8713124931612,1799.1384959,0.5794251686563517,34509.35019218549,13
2019-02-12T13:35:00.0,2019-02-12T17:35:00.0,17,35,1559.1172151,1.0,1077.8713124931612,1799.1384959,0.5715868936200503,34509.35019218549,13
2019-02-12T13:40:00.0,2019-02-12T17:40:00.0,17,40,1555.2711134,1.0,1077.8713124931612,1799.1384959,0.563708157266643,34509.35019218549,13
2019-02-12T13:45:00.0,2019-02-12T17:45:00.0,17,45,1558.0280994,1.0,1102.8010555439541,1799.1384959,0.5715046022576558,31454.603157156613,13
2019-02-12T13:50:00.0,2019-02-12T17:50:00.0,17,50,1563.1138472,1.0,1102.8010555439541,1799.1384959,0.5824651060614733,31454.603157156613,13
2019-02-12T13:55:00.0,2019-02-12T17:55:00.0,17,55,1567.0975677,1.0,1102.8010555439541,1799.1384959,0.5910103615522372,31454.603157156613,13
2019-02-12T14:00:00.0,2019-02-12T18:00:00.0,18,0,1570.1323449,1.0,1274.3387429648644,1799.1384959,0.5021787314747558,16157.910009844229,14
2019-02-12T14:05:00.0,2019-02-12T18:05:00.0,18,5,1565.2537485999999,1.0,1274.3387429648644,1799.1384959,0.4868393617595512,16157.910009844229,14
2019-02-12T14:10:00.0,2019-02-12T18:10:00.0,18,10,1557.5904406,1.0,1274.3387429648644,1799.1384959,0.46279162901190457,16157.910009844229,14
