2018-07-18T00:00:00,2018-07-18T01:00:00,2018-07-18T02:00:00,2018-07-18T03:00:00,2018-07-18T04:00:00,2018-07-18T05:00:00,2018-07-18T06:00:00,2018-07-18T07:00:00,2018-07-18T08:00:00,2018-07-18T09:00:00,2018-07-18T10:00:00,2018-07-18T11:00:00,2018-07-18T12:00:00,2018-07-18T13:00:00,2018-07-18T14:00:00,2018-07-18T15:00:00,2018-07-18T16:00:00,2018-07-18T17:00:00,2018-07-18T18:00:00,2018-07-18T19:00:00,2018-07-18T20:00:00,2018-07-18T21:00:00,2018-07-18T22:00:00,2018-07-18T23:00:00,2018-07-19T00:00:00,2018-07-19T01:00:00,2018-07-19T02:00:00,2018-07-19T03:00:00,2018-07-19T04:00:00,2018-07-19T05:00:00,2018-07-19T06:00:00,2018-07-19T07:00:00,2018-07-19T08:00:00,2018-07-19T09:00:00,2018-07-19T10:00:00,2018-07-19T11:00:00,2018-07-19T12:00:00,2018-07-19T13:00:00,2018-07-19T14:00:00,2018-07-19T15:00:00,2018-07-19T16:00:00,2018-07-19T17:00:00,2018-07-19T18:00:00,2018-07-19T19:00:00,2018-07-19T20:00:00,2018-07-19T21:00:00,2018-07-19T22:00:00,2018-07-19T23:00:00
0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.145586,525.9672107,538.9494735,552.2074238,593.2385329,572.9241431,595.6885289,574.1333161,568.3741742,515.9364025,389.0112482,255.7778109,48.08110678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.4617955,527.2335201,573.0783617,582.9115546,600.1260852,588.0580955,584.6400071,573.5964332,554.1551443,538.8211035,458.8570384,197.3010935,41.00368712,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.4032762,525.9958269,540.7327659,553.5713314,595.8600268,575.2069746,597.0278235,574.1440171,569.4859484,520.2335553,389.391751,259.1823004,48.2451093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9737705,528.146223,573.7464949,585.6856361,604.8684704,590.6817219,585.5986764,575.8272782,557.7602379,538.9872883,461.190348,197.3055499,42.77539718,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.7636223,526.8507361,541.1791295,553.7469924,595.9262259,576.5302185,597.9724412,574.3972018,579.6093822,521.8036717,392.1304543,263.3624006,48.80137915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.5240384,530.5302382,574.5171801,586.2936765,605.1051529,592.2693395,588.0509293,576.0327084,558.5286857,539.7844783,461.5593968,197.8363759,43.99856397,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0655058,531.6420251,541.9149088,554.4762376,596.0597942,579.9617399,598.1756267,574.9869806,581.1548198,521.9835341,396.6479444,265.5693751,51.16792089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.0867847,533.369667,575.7031021,589.0710835,605.4620931,593.3464938,588.4687479,577.0866669,558.7555071,539.9071898,462.4840337,198.3622531,45.1519091,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.3452826,533.6726175,543.9943702,554.6167743,596.3018439,583.1410709,598.9152359,575.6045163,584.2886843,523.2328883,401.8520083,266.3931054,56.65631825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.1313311,534.6488761,576.67678,589.8831141,606.0430363,593.8293047,588.8485258,577.2888276,558.9612278,540.2380284,464.6564873,200.1190265,46.22056448,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.255685,533.7552737,549.058456,555.8298442,596.6088711,586.1349564,599.3916174,577.3471725,584.5704291,524.6373121,401.997032,274.2199613,57.84730923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.6137722,535.0392164,577.7629348,590.4216301,606.467149,594.4639271,589.7094377,577.7577746,561.6819452,543.7489786,467.7492763,200.5172865,46.4387305,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.828356,534.2340913,549.5923882,556.8961164,599.1804315,595.5404144,600.3494424,579.1448697,588.8483739,528.2102343,411.3100215,274.3504391,58.53506934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0567247,539.7709399,578.2837153,591.5861766,607.441169,594.4744305,593.8526152,578.0160293,562.982453,543.7651421,468.757293,200.8443034,46.71080205,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.6463105,534.8482622,552.0907183,558.6460173,599.2777013,596.7534223,600.4243536,579.9795443,590.1713693,530.1252646,412.1618474,277.0262734,58.89342067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.1300485,540.2301437,578.5791625,594.4161441,607.4716083,595.2026792,600.2718621,579.7055138,564.0417612,544.5594752,470.628554,201.7305302,47.61697497,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.6944756,534.9344271,554.9478403,561.0130452,599.4309702,601.6358438,600.897045,580.6100596,591.7203591,533.0196108,413.137288,278.1341552,60.64352296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.4394555,540.9415415,579.3726735,596.7988333,608.109382,595.7729509,606.2268354,580.6509301,567.8588303,545.583268,473.058685,202.7990595,47.64817521,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.4050068,535.6264661,559.3907429,563.0778776,599.7325541,601.888279,603.0232904,583.8053755,593.4501622,533.2110448,413.343439,279.0327834,60.66747974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.581113,541.43959,581.0115177,596.9032034,608.3199497,599.2732551,608.0769799,582.3808671,568.9049897,548.7417794,480.0220602,203.8530021,48.0737871,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0528411,535.8576568,563.5448267,565.5118258,601.5711967,603.9304788,603.9709438,584.0596289,596.9470287,543.7084518,416.5340986,282.6243093,61.54928892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.30139,543.0279691,582.5002182,599.9063428,608.901878,600.8418423,611.1999636,582.4902303,570.262249,550.8860051,480.9609752,204.3243577,50.00462523,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.4445931,537.0891723,567.7697056,566.0035873,601.8044624,608.0768571,604.3927252,584.3192825,599.6996507,544.4757592,417.395331,284.0781409,61.86691326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.5612922,543.1884667,584.1102987,600.039485,609.4512913,602.2410464,612.5419011,582.6645485,573.6820232,552.4419247,482.4953726,204.5905132,53.22755289,0.0,0.0,0.0,0.0
